model,threshold,net_benefit,treat_all_net_benefit,treat_none_net_benefit
GradientBoosting,0.49,-0.09855959368885556,-0.8324244064221584,0.0
GradientBoosting,0.5,-0.09907997169143665,-0.8690728945506017,0.0
GradientBoosting,0.51,-0.09825671245143491,-0.9072172393373485,0.0
GradientBoosting,0.52,-0.10320830384524654,-0.9469509318235436,0.0
GradientBoosting,0.53,-0.10473415548628992,-0.9883754197346828,0.0
GradientBoosting,0.54,-0.10820332933321028,-1.0316009723376105,0.0
GradientBoosting,0.55,-0.11154360305103408,-1.0767476606117798,0.0
GradientBoosting,0.56,-0.11493920092646209,-1.1239464710802294,0.0
GradientBoosting,0.5700000000000001,-0.114106552115736,-1.1733405750588395,0.0
GradientBoosting,0.5800000000000001,-0.1154921982947461,-1.2250867792269071,0.0
GradientBoosting,0.59,-0.11779987226623856,-1.2793571884763433,0.0
GradientBoosting,0.6,-0.11677282377919318,-1.3363411181882519,0.0
GradientBoosting,0.61,-0.11978514526285226,-1.3962473007058995,0.0
GradientBoosting,0.62,-0.12085149178679183,-1.4593064401981601,0.0
GradientBoosting,0.63,-0.12112430902239818,-1.5257741818251374,0.0
GradientBoosting,0.64,-0.12302429818353385,-1.5959345757647247,0.0
GradientBoosting,0.65,-0.12021029218481452,-1.6701041350722883,0.0
GradientBoosting,0.66,-0.11958286499313103,-1.748636609633238,0.0
GradientBoosting,0.67,-0.11508932209569156,-1.8319286281069727,0.0
GradientBoosting,0.68,-0.11407466383581037,-1.9204263977353155,0.0
GradientBoosting,0.6900000000000001,-0.11657877314339206,-2.014633700888068,0.0
GradientBoosting,0.7000000000000001,-0.11771644255720692,-2.11512149091767,0.0
GradientBoosting,0.7100000000000001,-0.11928642897235042,-2.222539473363107,0.0
GradientBoosting,0.72,-0.11930037407744412,-2.33763016884036,0.0
GradientBoosting,0.73,-0.11520012581583707,-2.4612461010196323,0.0
GradientBoosting,0.74,-0.11611954924056833,-2.594370951058849,0.0
GradientBoosting,0.75,-0.11394196744515216,-2.7381457891012033,0.0
GradientBoosting,0.76,-0.11453172918141072,-2.8939018636470872,0.0
GradientBoosting,0.77,-0.10944952152373921,-3.063201944675221,0.0
GradientBoosting,0.78,-0.1024576979990993,-3.2478929421604588,0.0
GradientBoosting,0.79,-0.10088295757085568,-3.4501735584538142,0.0
GradientBoosting,0.8,-0.09624911535739564,-3.672682236376505,0.0
GradientBoosting,0.81,-0.09554140127388538,-3.918612880396321,0.0
GradientBoosting,0.8200000000000001,-0.08834630809153106,-4.191869151529451,0.0
GradientBoosting,0.8300000000000001,-0.07666208734024399,-4.497273219266478,0.0
GradientBoosting,0.8400000000000001,-0.06917905166312815,-4.840852795470633,0.0
GradientBoosting,0.85,-0.06239679169615475,-5.230242981835338,0.0
GradientBoosting,0.86,-0.053179658275199666,-5.67526033768072,0.0
GradientBoosting,0.87,-0.04657303064946376,-6.188741902117698,0.0
GradientBoosting,0.88,-0.046709129511677286,-6.7878037272941745,0.0
GradientBoosting,0.89,-0.04481116901499068,-7.4957858843209175,0.0
GradientBoosting,0.9,-0.03892427459306441,-8.34536447275301,0.0
GradientBoosting,0.91,-0.038688369898561,-9.383738303058902,0.0
GradientBoosting,0.92,-0.029370134465675886,-10.681705590941267,0.0
GradientBoosting,0.93,-0.016681831968456188,-12.35052067536145,0.0
GradientBoosting,0.9400000000000001,-0.009318235432885125,-14.575607454588361,0.0
GradientBoosting,0.9500000000000001,-0.006015569709837236,-17.69072894550604,0.0
GradientBoosting,0.9600000000000001,0.0,-22.36341118188256,0.0
GradientBoosting,0.97,0.0,-30.15121490917667,0.0
GradientBoosting,0.98,0.0,-45.726822363765,0.0
GradientBoosting,0.99,0.0,-92.45364472753,0.0
