model,fpr,tpr,threshold,auc
Transformer,0.010221465076660987,0.23577235772357724,0.9514220952987671,0.8915942992479328
Transformer,0.010789324247586598,0.23577235772357724,0.9504942893981934,0.8915942992479328
Transformer,0.010789324247586598,0.24390243902439024,0.9495337009429932,0.8915942992479328
Transformer,0.014196479273140262,0.24390243902439024,0.9480476379394531,0.8915942992479328
Transformer,0.014196479273140262,0.25203252032520324,0.9471854567527771,0.8915942992479328
Transformer,0.014764338444065871,0.25203252032520324,0.9468362927436829,0.8915942992479328
Transformer,0.014764338444065871,0.2601626016260163,0.9447854161262512,0.8915942992479328
Transformer,0.01590005678591709,0.2601626016260163,0.9443512558937073,0.8915942992479328
Transformer,0.01590005678591709,0.2682926829268293,0.9437521696090698,0.8915942992479328
Transformer,0.016467915956842702,0.2682926829268293,0.9435173273086548,0.8915942992479328
Transformer,0.016467915956842702,0.2764227642276423,0.9434775710105896,0.8915942992479328
Transformer,0.017035775127768313,0.2764227642276423,0.9428061246871948,0.8915942992479328
Transformer,0.017035775127768313,0.3008130081300813,0.9389817714691162,0.8915942992479328
Transformer,0.018171493469619535,0.3008130081300813,0.9368694424629211,0.8915942992479328
Transformer,0.018171493469619535,0.3170731707317073,0.9341081380844116,0.8915942992479328
Transformer,0.019307211811470756,0.3170731707317073,0.9339232444763184,0.8915942992479328
Transformer,0.019307211811470756,0.3252032520325203,0.9336868524551392,0.8915942992479328
Transformer,0.020442930153321975,0.3252032520325203,0.9331607222557068,0.8915942992479328
Transformer,0.020442930153321975,0.34146341463414637,0.9319443106651306,0.8915942992479328
Transformer,0.021578648495173196,0.34146341463414637,0.9314253926277161,0.8915942992479328
Transformer,0.021578648495173196,0.34959349593495936,0.9294289946556091,0.8915942992479328
Transformer,0.02668938103350369,0.34959349593495936,0.9229694604873657,0.8915942992479328
Transformer,0.02668938103350369,0.36585365853658536,0.9217133522033691,0.8915942992479328
Transformer,0.028960817717206135,0.36585365853658536,0.9184770584106445,0.8915942992479328
Transformer,0.028960817717206135,0.3821138211382114,0.915926992893219,0.8915942992479328
Transformer,0.029528676888131742,0.3821138211382114,0.9147453308105469,0.8915942992479328
Transformer,0.029528676888131742,0.3902439024390244,0.914743959903717,0.8915942992479328
Transformer,0.030096536059057353,0.3902439024390244,0.9123653173446655,0.8915942992479328
Transformer,0.030096536059057353,0.4065040650406504,0.9110251069068909,0.8915942992479328
Transformer,0.03180011357183418,0.4065040650406504,0.9096076488494873,0.8915942992479328
Transformer,0.03180011357183418,0.4146341463414634,0.9095465540885925,0.8915942992479328
Transformer,0.032935831913685404,0.4146341463414634,0.9063325524330139,0.8915942992479328
Transformer,0.032935831913685404,0.42276422764227645,0.905551016330719,0.8915942992479328
Transformer,0.034071550255536626,0.42276422764227645,0.9051662087440491,0.8915942992479328
Transformer,0.034071550255536626,0.43089430894308944,0.9040055871009827,0.8915942992479328
Transformer,0.03520726859738785,0.43089430894308944,0.9036441445350647,0.8915942992479328
Transformer,0.03520726859738785,0.43902439024390244,0.9006819128990173,0.8915942992479328
Transformer,0.03577512776831346,0.43902439024390244,0.8995591998100281,0.8915942992479328
Transformer,0.03577512776831346,0.45528455284552843,0.8991685509681702,0.8915942992479328
Transformer,0.03861442362294151,0.45528455284552843,0.89427649974823,0.8915942992479328
Transformer,0.03861442362294151,0.4634146341463415,0.8937866687774658,0.8915942992479328
