model,precision,recall,threshold,average_precision
Bi-LSTM,0.06888763410502541,0.991869918699187,0.04749312996864319,0.42869403401119865
Bi-LSTM,0.06892655367231638,0.991869918699187,0.04750402271747589,0.42869403401119865
Bi-LSTM,0.06896551724137931,0.991869918699187,0.04761577770113945,0.42869403401119865
Bi-LSTM,0.06900452488687783,0.991869918699187,0.04787180945277214,0.42869403401119865
Bi-LSTM,0.0690435766836446,0.991869918699187,0.04797382652759552,0.42869403401119865
Bi-LSTM,0.06908267270668177,0.991869918699187,0.04817311838269234,0.42869403401119865
Bi-LSTM,0.06912181303116147,0.991869918699187,0.0487423837184906,0.42869403401119865
Bi-LSTM,0.0691609977324263,0.991869918699187,0.04947417601943016,0.42869403401119865
Bi-LSTM,0.06920022688598979,0.991869918699187,0.049569271504879,0.42869403401119865
Bi-LSTM,0.06923950056753689,0.991869918699187,0.04977443069219589,0.42869403401119865
Bi-LSTM,0.06927881885292447,0.991869918699187,0.04991809278726578,0.42869403401119865
Bi-LSTM,0.06931818181818182,0.991869918699187,0.04994845390319824,0.42869403401119865
Bi-LSTM,0.06935758953951109,0.991869918699187,0.05002336949110031,0.42869403401119865
Bi-LSTM,0.06939704209328783,0.991869918699187,0.05011061206459999,0.42869403401119865
Bi-LSTM,0.06943653955606147,0.991869918699187,0.050702035427093506,0.42869403401119865
Bi-LSTM,0.06947608200455581,0.991869918699187,0.052310746163129807,0.42869403401119865
Bi-LSTM,0.06951566951566951,0.991869918699187,0.05263623967766762,0.42869403401119865
Bi-LSTM,0.06955530216647662,0.991869918699187,0.053190115839242935,0.42869403401119865
Bi-LSTM,0.06959498003422704,0.991869918699187,0.053448256105184555,0.42869403401119865
Bi-LSTM,0.06963470319634703,0.991869918699187,0.0537298247218132,0.42869403401119865
Bi-LSTM,0.06967447173043975,0.991869918699187,0.053953759372234344,0.42869403401119865
Bi-LSTM,0.06971428571428571,0.991869918699187,0.05409388989210129,0.42869403401119865
Bi-LSTM,0.06975414522584333,0.991869918699187,0.05416790395975113,0.42869403401119865
Bi-LSTM,0.06979405034324943,0.991869918699187,0.05433300882577896,0.42869403401119865
Bi-LSTM,0.06983400114481969,0.991869918699187,0.05457349866628647,0.42869403401119865
Bi-LSTM,0.06987399770904926,0.991869918699187,0.05515856295824051,0.42869403401119865
Bi-LSTM,0.06991404011461318,0.991869918699187,0.05525245517492294,0.42869403401119865
Bi-LSTM,0.06995412844036697,0.991869918699187,0.05527667701244354,0.42869403401119865
Bi-LSTM,0.0699942627653471,0.991869918699187,0.05551350116729736,0.42869403401119865
Bi-LSTM,0.07003444316877153,0.991869918699187,0.05554153770208359,0.42869403401119865
Bi-LSTM,0.0700746697300402,0.991869918699187,0.055588677525520325,0.42869403401119865
Bi-LSTM,0.07011494252873564,0.991869918699187,0.05562683194875717,0.42869403401119865
Bi-LSTM,0.07015526164462335,0.991869918699187,0.055865123867988586,0.42869403401119865
Bi-LSTM,0.07019562715765247,0.991869918699187,0.05599627643823624,0.42869403401119865
Bi-LSTM,0.07023603914795624,0.991869918699187,0.05673770606517792,0.42869403401119865
Bi-LSTM,0.07027649769585254,0.991869918699187,0.05681878328323364,0.42869403401119865
Bi-LSTM,0.07031700288184438,0.991869918699187,0.05692123994231224,0.42869403401119865
Bi-LSTM,0.07035755478662054,0.991869918699187,0.05716245621442795,0.42869403401119865
Bi-LSTM,0.07039815349105598,0.991869918699187,0.05716312304139137,0.42869403401119865
Bi-LSTM,0.07043879907621248,0.991869918699187,0.05720188096165657,0.42869403401119865
Bi-LSTM,0.07047949162333911,0.991869918699187,0.05723152682185173,0.42869403401119865
Bi-LSTM,0.07052023121387284,0.991869918699187,0.057507164776325226,0.42869403401119865
Bi-LSTM,0.07056101792943899,0.991869918699187,0.05751524865627289,0.42869403401119865
Bi-LSTM,0.07060185185185185,0.991869918699187,0.05759713426232338,0.42869403401119865
Bi-LSTM,0.07064273306311523,0.991869918699187,0.05765988305211067,0.42869403401119865
Bi-LSTM,0.07068366164542295,0.991869918699187,0.0577002614736557,0.42869403401119865
Bi-LSTM,0.07072463768115941,0.991869918699187,0.05775999650359154,0.42869403401119865
Bi-LSTM,0.07076566125290024,0.991869918699187,0.05776975676417351,0.42869403401119865
Bi-LSTM,0.07080673244341265,0.991869918699187,0.058042973279953,0.42869403401119865
Bi-LSTM,0.07084785133565621,0.991869918699187,0.058427341282367706,0.42869403401119865
Bi-LSTM,0.07088901801278326,0.991869918699187,0.05856132507324219,0.42869403401119865
Bi-LSTM,0.07093023255813953,0.991869918699187,0.058978524059057236,0.42869403401119865
Bi-LSTM,0.07097149505526469,0.991869918699187,0.05898450314998627,0.42869403401119865
Bi-LSTM,0.0710128055878929,0.991869918699187,0.05917662754654884,0.42869403401119865
